picture_id,download_url,transcription,label,points,linking,label_id
71108371,/root/download/FUNSD/training_data/images\71108371.png,Karl Hutchison,answer,"[[309, 520], [393, 520], [393, 537], [309, 537]]","[[45, 46]]",46
71108371,/root/download/FUNSD/training_data/images\71108371.png,REQUEST TYPE:,header,"[[98, 588], [191, 588], [191, 603], [98, 603]]",[],47
71108371,/root/download/FUNSD/training_data/images\71108371.png,1. Enhancement,question,"[[98, 603], [196, 603], [196, 616], [98, 616]]",[],50
71108371,/root/download/FUNSD/training_data/images\71108371.png,"productivity improvement, new",other,"[[198, 602], [347, 602], [347, 615], [198, 615]]",[],51
71108371,/root/download/FUNSD/training_data/images\71108371.png,REASON CODE:,header,"[[387, 584], [476, 584], [476, 599], [387, 599]]",[],48
71108371,/root/download/FUNSD/training_data/images\71108371.png,"functionality, nice to have feature",other,"[[119, 615], [279, 615], [279, 630], [119, 630]]",[],52
71108371,/root/download/FUNSD/training_data/images\71108371.png,2. Return on Investment-,question,"[[387, 612], [522, 612], [522, 627], [387, 627]]",[],64
71108371,/root/download/FUNSD/training_data/images\71108371.png,1. Productivity Improvement,question,"[[388, 599], [546, 599], [546, 613], [388, 613]]",[],63
71108371,/root/download/FUNSD/training_data/images\71108371.png,dollar savings,other,"[[524, 612], [592, 612], [592, 625], [524, 625]]",[],66
71108371,/root/download/FUNSD/training_data/images\71108371.png,time savings,other,"[[547, 596], [611, 596], [611, 610], [547, 610]]",[],67
71108371,/root/download/FUNSD/training_data/images\71108371.png,2. Maintenance-,question,"[[98, 630], [193, 630], [193, 644], [98, 644]]",[],53
71108371,/root/download/FUNSD/training_data/images\71108371.png,fix program error new business need,other,"[[194, 628], [371, 628], [371, 642], [194, 642]]",[],54
71108371,/root/download/FUNSD/training_data/images\71108371.png,high volume file maintenance or,other,"[[222, 642], [376, 642], [376, 656], [222, 656]]",[],56
71108371,/root/download/FUNSD/training_data/images\71108371.png,3. Customer Impact,question,"[[388, 627], [502, 627], [502, 641], [388, 641]]",[],65
71108371,/root/download/FUNSD/training_data/images\71108371.png,B&W's external customers,other,"[[408, 640], [535, 640], [535, 654], [408, 654]]",[],69
71108371,/root/download/FUNSD/training_data/images\71108371.png,requested change affects,other,"[[503, 624], [621, 624], [621, 638], [503, 638]]",[],68
71108371,/root/download/FUNSD/training_data/images\71108371.png,3. Special Processing,question,"[[98, 645], [221, 645], [221, 658], [98, 658]]",[],55
71108371,/root/download/FUNSD/training_data/images\71108371.png,data correction which is not part of normal processing,other,"[[120, 656], [376, 656], [376, 672], [120, 672]]",[],57
71108371,/root/download/FUNSD/training_data/images\71108371.png,4. Government Requirement,question,"[[388, 655], [546, 655], [546, 669], [388, 669]]",[],70
71108371,/root/download/FUNSD/training_data/images\71108371.png,5. Business Change,question,"[[388, 668], [500, 668], [500, 683], [388, 683]]",[],72
71108371,/root/download/FUNSD/training_data/images\71108371.png,change in a business,other,"[[501, 668], [600, 668], [600, 682], [501, 682]]",[],73
71108371,/root/download/FUNSD/training_data/images\71108371.png,required by law,other,"[[547, 652], [622, 652], [622, 667], [547, 667]]",[],71
71108371,/root/download/FUNSD/training_data/images\71108371.png,4. Ad Hoc-,question,"[[99, 672], [167, 672], [167, 686], [99, 686]]",[],58
71108371,/root/download/FUNSD/training_data/images\71108371.png,normal processing,other,"[[120, 687], [208, 687], [208, 700], [120, 700]]",[],60
71108371,/root/download/FUNSD/training_data/images\71108371.png,reporting requirement which is not part of,other,"[[169, 672], [369, 672], [369, 686], [169, 686]]",[],59
71108371,/root/download/FUNSD/training_data/images\71108371.png,5. Emergency-,question,"[[99, 701], [186, 701], [186, 714], [99, 714]]",[],61
71108371,/root/download/FUNSD/training_data/images\71108371.png,application or technology failure,other,"[[187, 700], [344, 700], [344, 714], [187, 714]]",[],62
71108371,/root/download/FUNSD/training_data/images\71108371.png,6. System Error-,question,"[[388, 697], [483, 697], [483, 711], [388, 711]]",[],75
71108371,/root/download/FUNSD/training_data/images\71108371.png,"process, or implement strategic direction",other,"[[409, 682], [604, 682], [604, 698], [409, 698]]",[],74
71108371,/root/download/FUNSD/training_data/images\71108371.png,designed,other,"[[408, 712], [451, 712], [451, 726], [408, 726]]",[],14
71108371,/root/download/FUNSD/training_data/images\71108371.png,System is not functioning as,other,"[[486, 696], [617, 696], [617, 711], [486, 711]]",[],76
71108371,/root/download/FUNSD/training_data/images\71108371.png,7. Procedural Error,question,"[[388, 725], [502, 725], [502, 739], [388, 739]]",[],77
71108371,/root/download/FUNSD/training_data/images\71108371.png,"operations, etc.",other,"[[409, 740], [481, 740], [481, 753], [409, 753]]",[],79
71108371,/root/download/FUNSD/training_data/images\71108371.png,"caused by user, scheduling,",other,"[[506, 722], [634, 722], [634, 738], [506, 738]]",[],78
71108371,/root/download/FUNSD/training_data/images\71108371.png,REQUEST AUTHORIZED BY,question,"[[101, 782], [267, 782], [267, 797], [101, 797]]","[[49, 80], [49, 81]]",49
71108371,/root/download/FUNSD/training_data/images\71108371.png,DESIGNATED SYSTEM OWNER BEFORE SUBMISSION TO THE MIS CLIENT SYSTEMS MANAGER.,answer,"[[101, 793], [621, 793], [621, 810], [101, 810]]","[[49, 81]]",81
71108371,/root/download/FUNSD/training_data/images\71108371.png,MUST BE AUTHORIZED BY THE DEPARTMENT DIRECTOR OR THE,answer,"[[270, 777], [627, 777], [627, 797], [270, 797]]","[[49, 80]]",80
71108371,/root/download/FUNSD/training_data/images\71108371.png,PRODUCED FROM B&W WEB SITE,other,"[[0, 968], [232, 968], [232, 982], [0, 982]]",[],83
71190280,/root/download/FUNSD/training_data/images\71190280.png,BROWN & WILLIAMSON,header,"[[146, 35], [302, 35], [302, 52], [146, 52]]",[],19
71190280,/root/download/FUNSD/training_data/images\71190280.png,TOBACCO CORPORATION,header,"[[146, 53], [313, 53], [313, 66], [146, 66]]",[],20
71190280,/root/download/FUNSD/training_data/images\71190280.png,B&W,header,"[[48, 73], [143, 73], [143, 103], [48, 103]]",[],21
71190280,/root/download/FUNSD/training_data/images\71190280.png,JOB NO.,question,"[[53, 121], [108, 121], [108, 140], [53, 140]]","[[18, 17]]",18
71190280,/root/download/FUNSD/training_data/images\71190280.png,7848,answer,"[[120, 120], [153, 120], [153, 135], [120, 135]]","[[18, 17]]",17
71190280,/root/download/FUNSD/training_data/images\71190280.png,BRAND,question,"[[50, 159], [101, 159], [101, 176], [50, 176]]","[[15, 22]]",15
71190280,/root/download/FUNSD/training_data/images\71190280.png,KOOL Natural,answer,"[[116, 159], [202, 159], [202, 174], [116, 174]]","[[15, 22]]",22
71190280,/root/download/FUNSD/training_data/images\71190280.png,DESCRIPTION,question,"[[53, 199], [143, 199], [143, 214], [53, 214]]","[[16, 23]]",16
71190280,/root/download/FUNSD/training_data/images\71190280.png,Passport Winter Program Ad- EMRO,answer,"[[145, 183], [419, 183], [419, 213], [145, 213]]","[[16, 23]]",23
71190280,/root/download/FUNSD/training_data/images\71190280.png,DATE,question,"[[51, 239], [94, 239], [94, 251], [51, 251]]","[[8, 12]]",8
71190280,/root/download/FUNSD/training_data/images\71190280.png,10/22/98,answer,"[[113, 238], [168, 238], [168, 251], [113, 251]]","[[8, 12]]",12
71190280,/root/download/FUNSD/training_data/images\71190280.png,44,other,"[[462, 228], [518, 228], [518, 266], [462, 266]]",[],9
71190280,/root/download/FUNSD/training_data/images\71190280.png,SQ. INCHES/FEET,question,"[[53, 274], [164, 274], [164, 293], [53, 293]]","[[25, 24]]",25
71190280,/root/download/FUNSD/training_data/images\71190280.png,7.96875 sq inches,answer,"[[173, 276], [288, 276], [288, 291], [173, 291]]","[[25, 24]]",24
71190280,/root/download/FUNSD/training_data/images\71190280.png,TRIM SIZE,question,"[[58, 334], [122, 334], [122, 352], [58, 352]]","[[26, 11]]",26
71190280,/root/download/FUNSD/training_data/images\71190280.png,"33/16""WX21/2""H",answer,"[[171, 332], [296, 332], [296, 345], [171, 345]]","[[26, 11]]",11
71190280,/root/download/FUNSD/training_data/images\71190280.png,Legal,question,"[[409, 319], [449, 319], [449, 331], [409, 331]]",[],28
71190280,/root/download/FUNSD/training_data/images\71190280.png,Approval,question,"[[410, 331], [460, 331], [460, 348], [410, 348]]",[],29
71190280,/root/download/FUNSD/training_data/images\71190280.png,(Date),question,"[[540, 346], [575, 346], [575, 359], [540, 359]]",[],13
71190280,/root/download/FUNSD/training_data/images\71190280.png,WARNING,question,"[[58, 394], [123, 394], [123, 407], [58, 407]]","[[7, 27]]",7
71190280,/root/download/FUNSD/training_data/images\71190280.png,Exhibt 1(a) Statement A,answer,"[[173, 387], [313, 387], [313, 409], [173, 409]]","[[7, 27]]",27
71190280,/root/download/FUNSD/training_data/images\71190280.png,T&N,question,"[[56, 453], [86, 453], [86, 465], [56, 465]]","[[6, 10]]",6
71190280,/root/download/FUNSD/training_data/images\71190280.png,8',answer,"[[171, 447], [189, 447], [189, 464], [171, 464]]","[[6, 10]]",10
71190280,/root/download/FUNSD/training_data/images\71190280.png,OTT APPROVALS,header,"[[53, 507], [166, 507], [166, 524], [53, 524]]","[[30, 0], [30, 1], [30, 2]]",30
71190280,/root/download/FUNSD/training_data/images\71190280.png,Signature,question,"[[85, 527], [148, 527], [148, 542], [85, 542]]","[[0, 31], [30, 0]]",0
71190280,/root/download/FUNSD/training_data/images\71190280.png,LKelly,answer,"[[95, 537], [180, 537], [180, 575], [95, 575]]","[[0, 31]]",31
71190280,/root/download/FUNSD/training_data/images\71190280.png,Department,question,"[[319, 525], [392, 525], [392, 540], [319, 540]]","[[1, 32], [1, 33], [30, 1]]",1
71190280,/root/download/FUNSD/training_data/images\71190280.png,production,answer,"[[326, 540], [436, 540], [436, 560], [326, 560]]","[[1, 32], [1, 33]]",32
71190280,/root/download/FUNSD/training_data/images\71190280.png,Date,question,"[[513, 523], [548, 523], [548, 538], [513, 538]]","[[2, 34], [2, 35], [30, 2]]",2
71190280,/root/download/FUNSD/training_data/images\71190280.png,10/22/98,answer,"[[528, 533], [609, 533], [609, 555], [528, 555]]","[[2, 34], [2, 35]]",34
71190280,/root/download/FUNSD/training_data/images\71190280.png,AE,answer,"[[349, 560], [379, 560], [379, 582], [349, 582]]","[[1, 32], [1, 33]]",33
71190280,/root/download/FUNSD/training_data/images\71190280.png,10/22/98,answer,"[[517, 560], [608, 560], [608, 578], [517, 578]]","[[2, 34], [2, 35]]",35
71190280,/root/download/FUNSD/training_data/images\71190280.png,B&W APPROVALS,header,"[[56, 663], [175, 663], [175, 677], [56, 677]]","[[36, 5], [36, 4], [36, 3]]",36
71190280,/root/download/FUNSD/training_data/images\71190280.png,Signature,question,"[[88, 683], [148, 683], [148, 698], [88, 698]]","[[36, 5]]",5
71190280,/root/download/FUNSD/training_data/images\71190280.png,Department,question,"[[322, 679], [398, 679], [398, 697], [322, 697]]","[[36, 4]]",4
71190280,/root/download/FUNSD/training_data/images\71190280.png,Date,question,"[[515, 676], [553, 676], [553, 693], [515, 693]]","[[36, 3]]",3
71190280,/root/download/FUNSD/training_data/images\71190280.png,REVISIONS,question,"[[60, 819], [138, 819], [138, 832], [60, 832]]",[],14
71190280,/root/download/FUNSD/training_data/images\71190280.png,DATE COMPLETE,question,"[[324, 812], [435, 812], [435, 830], [324, 830]]",[],37
71190280,/root/download/FUNSD/training_data/images\71190280.png,REVISIONS APPROVED,question,"[[520, 811], [671, 811], [671, 825], [520, 825]]",[],38
71190280,/root/download/FUNSD/training_data/images\71190280.png,176103236,other,"[[0, 953], [83, 953], [83, 966], [0, 966]]",[],39
71202511,/root/download/FUNSD/training_data/images\71202511.png,MA ETING RESEARCH AUTHORIZ ON,header,"[[204, 24], [500, 24], [500, 44], [204, 44]]",[],26
71202511,/root/download/FUNSD/training_data/images\71202511.png,(Recommended Proposal Attached),other,"[[246, 57], [459, 57], [459, 74], [246, 74]]",[],28
71202511,/root/download/FUNSD/training_data/images\71202511.png,(DOMESTIC),other,"[[311, 42], [399, 42], [399, 57], [311, 57]]",[],27
71202511,/root/download/FUNSD/training_data/images\71202511.png,Date:,question,"[[64, 103], [94, 103], [94, 115], [64, 115]]","[[0, 29]]",0
71202511,/root/download/FUNSD/training_data/images\71202511.png,2/ 26/ 98,answer,"[[168, 99], [210, 99], [210, 114], [168, 114]]","[[0, 29]]",29
71202511,/root/download/FUNSD/training_data/images\71202511.png,No.,question,"[[518, 88], [545, 88], [545, 104], [518, 104]]","[[12, 31]]",12
71202511,/root/download/FUNSD/training_data/images\71202511.png,1998 -18D,answer,"[[555, 88], [608, 88], [608, 100], [555, 100]]","[[12, 31]]",31
71202511,/root/download/FUNSD/training_data/images\71202511.png,Description:,question,"[[64, 120], [134, 120], [134, 130], [64, 130]]","[[1, 30]]",1
71202511,/root/download/FUNSD/training_data/images\71202511.png,KOOL Natural Lights Packaging - Round I,answer,"[[169, 109], [395, 109], [395, 127], [169, 127]]","[[1, 30]]",30
71202511,/root/download/FUNSD/training_data/images\71202511.png,Requested by:,question,"[[66, 148], [145, 148], [145, 163], [66, 163]]","[[32, 33]]",32
71202511,/root/download/FUNSD/training_data/images\71202511.png,Nick Wilkerson,answer,"[[171, 145], [255, 145], [255, 158], [171, 158]]","[[32, 33]]",33
71202511,/root/download/FUNSD/training_data/images\71202511.png,Research Req. Attached:,header,"[[296, 141], [437, 141], [437, 155], [296, 155]]","[[34, 4], [34, 10]]",34
71202511,/root/download/FUNSD/training_data/images\71202511.png,Yes,question,"[[470, 138], [495, 138], [495, 151], [470, 151]]","[[34, 4], [4, 8]]",4
71202511,/root/download/FUNSD/training_data/images\71202511.png,X,answer,"[[522, 138], [537, 138], [537, 151], [522, 151]]","[[4, 8]]",8
71202511,/root/download/FUNSD/training_data/images\71202511.png,X,answer,"[[524, 154], [543, 154], [543, 164], [524, 164]]","[[5, 9]]",9
71202511,/root/download/FUNSD/training_data/images\71202511.png,No,question,"[[555, 135], [573, 135], [573, 148], [555, 148]]","[[34, 10]]",10
71202511,/root/download/FUNSD/training_data/images\71202511.png,Original Budgeted Amount:,question,"[[277, 172], [431, 172], [431, 190], [277, 190]]",[],35
71202511,/root/download/FUNSD/training_data/images\71202511.png,Budgeted:,header,"[[296, 160], [353, 160], [353, 172], [296, 172]]","[[3, 5], [3, 11]]",3
71202511,/root/download/FUNSD/training_data/images\71202511.png,Yes,question,"[[472, 156], [497, 156], [497, 166], [472, 166]]","[[5, 9], [3, 5]]",5
71202511,/root/download/FUNSD/training_data/images\71202511.png,No,question,"[[555, 153], [576, 153], [576, 166], [555, 166]]","[[3, 11]]",11
71202511,/root/download/FUNSD/training_data/images\71202511.png,Competitive Proposals Obtained:,question,"[[67, 195], [255, 195], [255, 213], [67, 213]]",[],36
71202511,/root/download/FUNSD/training_data/images\71202511.png,Est. Travel,question,"[[397, 219], [459, 219], [459, 234], [397, 234]]","[[38, 6]]",38
71202511,/root/download/FUNSD/training_data/images\71202511.png,Total Cost,question,"[[487, 217], [547, 217], [547, 230], [487, 230]]","[[39, 7]]",39
71202511,/root/download/FUNSD/training_data/images\71202511.png,Cost  per,question,"[[575, 202], [626, 202], [626, 215], [575, 215]]",[],40
71202511,/root/download/FUNSD/training_data/images\71202511.png,Supplier,header,"[[153, 228], [204, 228], [204, 243], [153, 243]]","[[2, 43]]",2
71202511,/root/download/FUNSD/training_data/images\71202511.png,Cost ($),question,"[[320, 223], [363, 223], [363, 238], [320, 238]]","[[37, 42]]",37
71202511,/root/download/FUNSD/training_data/images\71202511.png,"58,500",answer,"[[500, 234], [540, 234], [540, 247], [500, 247]]","[[39, 7]]",7
71202511,/root/download/FUNSD/training_data/images\71202511.png,Interview,question,"[[575, 217], [629, 217], [629, 229], [575, 229]]",[],41
71202511,/root/download/FUNSD/training_data/images\71202511.png,Rabid Research,question,"[[66, 246], [156, 246], [156, 261], [66, 261]]","[[2, 43]]",43
71202511,/root/download/FUNSD/training_data/images\71202511.png,"$ 55,500",answer,"[[304, 240], [353, 240], [353, 253], [304, 253]]","[[37, 42]]",42
71202511,/root/download/FUNSD/training_data/images\71202511.png,"3,000",answer,"[[407, 237], [441, 237], [441, 250], [407, 250]]","[[38, 6]]",6
71202511,/root/download/FUNSD/training_data/images\71202511.png,Proiected External Authorization Date,question,"[[69, 307], [290, 307], [290, 323], [69, 323]]","[[44, 45]]",44
71202511,/root/download/FUNSD/training_data/images\71202511.png,2 /26 /98,answer,"[[469, 299], [512, 299], [512, 314], [469, 314]]","[[44, 45]]",45
71202511,/root/download/FUNSD/training_data/images\71202511.png,Field Complete,question,"[[72, 343], [161, 343], [161, 357], [72, 357]]","[[48, 46]]",48
71202511,/root/download/FUNSD/training_data/images\71202511.png,w /o 3/ 23 /98,answer,"[[449, 332], [512, 332], [512, 347], [449, 347]]","[[48, 46]]",46
71202511,/root/download/FUNSD/training_data/images\71202511.png,Wave (s),question,"[[73, 358], [119, 358], [119, 374], [73, 374]]",[],49
71202511,/root/download/FUNSD/training_data/images\71202511.png,Final Supplier Report Due,question,"[[73, 389], [222, 389], [222, 407], [73, 407]]","[[50, 47]]",50
71202511,/root/download/FUNSD/training_data/images\71202511.png,w/ o 4/ 6/ 98,answer,"[[449, 379], [509, 379], [509, 398], [449, 398]]","[[50, 47]]",47
71202511,/root/download/FUNSD/training_data/images\71202511.png,Wave,question,"[[72, 410], [105, 410], [105, 422], [72, 422]]",[],13
71202511,/root/download/FUNSD/training_data/images\71202511.png,(s),question,"[[103, 410], [122, 410], [122, 422], [103, 422]]",[],14
71202511,/root/download/FUNSD/training_data/images\71202511.png,"Project Type (Product Test, A & U, etc.)",question,"[[73, 437], [293, 437], [293, 458], [73, 458]]","[[51, 15]]",51
71202511,/root/download/FUNSD/training_data/images\71202511.png,Qualatative,answer,"[[419, 431], [485, 431], [485, 449], [419, 449]]","[[51, 15]]",15
71202511,/root/download/FUNSD/training_data/images\71202511.png,Total Authorized Project Amount,question,"[[73, 473], [265, 473], [265, 488], [73, 488]]","[[54, 52]]",54
71202511,/root/download/FUNSD/training_data/images\71202511.png,"$ 58,500",answer,"[[436, 464], [482, 464], [482, 476], [436, 476]]","[[54, 52]]",52
71202511,/root/download/FUNSD/training_data/images\71202511.png,To Be Deducted from 1998 Budget,question,"[[90, 488], [290, 488], [290, 508], [90, 508]]","[[55, 53]]",55
71202511,/root/download/FUNSD/training_data/images\71202511.png,"$ 58,500",answer,"[[440, 481], [485, 481], [485, 494], [440, 494]]","[[55, 53]]",53
71202511,/root/download/FUNSD/training_data/images\71202511.png,To Be Deducted from 1999 Budget,question,"[[90, 504], [290, 504], [290, 522], [90, 522]]","[[56, 16]]",56
71202511,/root/download/FUNSD/training_data/images\71202511.png,$,answer,"[[476, 497], [488, 497], [488, 509], [476, 509]]","[[56, 16]]",16
71202511,/root/download/FUNSD/training_data/images\71202511.png,Recommended Supplier:,question,"[[76, 588], [217, 588], [217, 603], [76, 603]]","[[59, 62], [59, 63]]",59
71202511,/root/download/FUNSD/training_data/images\71202511.png,Sample Size:,question,"[[78, 573], [151, 573], [151, 588], [78, 588]]","[[57, 58]]",57
71202511,/root/download/FUNSD/training_data/images\71202511.png,12 groups,answer,"[[205, 569], [268, 569], [268, 584], [205, 584]]","[[57, 58]]",58
71202511,/root/download/FUNSD/training_data/images\71202511.png,Rabid Research,other,"[[305, 582], [392, 582], [392, 599], [305, 599]]",[],61
71202511,/root/download/FUNSD/training_data/images\71202511.png,Reason (s) for Recommendation:,question,"[[76, 605], [259, 605], [259, 619], [76, 619]]","[[60, 62], [60, 63]]",60
71202511,/root/download/FUNSD/training_data/images\71202511.png,the lack of availability of other suppliers,answer,"[[308, 609], [521, 609], [521, 630], [308, 630]]","[[59, 62], [59, 63], [60, 62], [60, 63]]",63
71202511,/root/download/FUNSD/training_data/images\71202511.png,Rabid was selected due to the critical timing of the project and,answer,"[[310, 591], [635, 591], [635, 612], [310, 612]]","[[59, 62], [59, 63], [60, 62], [60, 63]]",62
71202511,/root/download/FUNSD/training_data/images\71202511.png,Date:,question,"[[466, 641], [503, 641], [503, 660], [466, 660]]","[[18, 73]]",18
71202511,/root/download/FUNSD/training_data/images\71202511.png,B  90,answer,"[[527, 627], [597, 627], [597, 658], [527, 658]]","[[18, 73]]",73
71202511,/root/download/FUNSD/training_data/images\71202511.png,Submitted By:,question,"[[79, 653], [166, 653], [166, 668], [79, 668]]",[],64
71202511,/root/download/FUNSD/training_data/images\71202511.png,Approved By:,question,"[[81, 683], [163, 683], [163, 701], [81, 701]]","[[65, 72]]",65
71202511,/root/download/FUNSD/training_data/images\71202511.png,Analyst,other,"[[195, 668], [240, 668], [240, 681], [195, 681]]",[],17
71202511,/root/download/FUNSD/training_data/images\71202511.png,"Mgr. Trade & Consumer Research (to $ 100,000)",answer,"[[192, 692], [427, 692], [427, 713], [192, 713]]","[[65, 72]]",72
71202511,/root/download/FUNSD/training_data/images\71202511.png,Date:,question,"[[467, 677], [503, 677], [503, 690], [467, 690]]",[],19
71202511,/root/download/FUNSD/training_data/images\71202511.png,Approved By:,question,"[[82, 714], [165, 714], [165, 730], [82, 730]]","[[66, 71]]",66
71202511,/root/download/FUNSD/training_data/images\71202511.png,"Director Research Development (to $ 250,000)",answer,"[[199, 722], [411, 722], [411, 740], [199, 740]]","[[66, 71]]",71
71202511,/root/download/FUNSD/training_data/images\71202511.png,Date:,question,"[[467, 705], [501, 705], [501, 720], [467, 720]]",[],20
71202511,/root/download/FUNSD/training_data/images\71202511.png,Approved By:,question,"[[79, 743], [165, 743], [165, 762], [79, 762]]","[[67, 70]]",67
71202511,/root/download/FUNSD/training_data/images\71202511.png,"Director Market Research (to $ 250,000)",answer,"[[198, 753], [391, 753], [391, 772], [198, 772]]","[[67, 70]]",70
71202511,/root/download/FUNSD/training_data/images\71202511.png,Date:,question,"[[469, 735], [509, 735], [509, 747], [469, 747]]",[],21
71202511,/root/download/FUNSD/training_data/images\71202511.png,Approved By:,question,"[[84, 774], [168, 774], [168, 790], [84, 790]]","[[68, 69]]",68
71202511,/root/download/FUNSD/training_data/images\71202511.png,"Senior VP Marketing (to $ 1,000,000)",answer,"[[201, 780], [396, 780], [396, 802], [201, 802]]","[[68, 69]]",69
71202511,/root/download/FUNSD/training_data/images\71202511.png,Date:,question,"[[469, 763], [503, 763], [503, 778], [469, 778]]",[],22
71202511,/root/download/FUNSD/training_data/images\71202511.png,Project No.:,question,"[[469, 799], [542, 799], [542, 814], [469, 814]]","[[75, 74]]",75
71202511,/root/download/FUNSD/training_data/images\71202511.png,1998 -18D,answer,"[[564, 796], [622, 796], [622, 811], [564, 811]]","[[75, 74]]",74
71202511,/root/download/FUNSD/training_data/images\71202511.png,Acct. Name:,question,"[[472, 820], [545, 820], [545, 836], [472, 836]]",[],76
71202511,/root/download/FUNSD/training_data/images\71202511.png,CC:,question,"[[82, 885], [107, 885], [107, 900], [82, 900]]","[[24, 78]]",24
71202511,/root/download/FUNSD/training_data/images\71202511.png,Original:,question,"[[85, 871], [128, 871], [128, 886], [85, 886]]","[[23, 77]]",23
71202511,/root/download/FUNSD/training_data/images\71202511.png,MaDonna Sliker,answer,"[[138, 883], [223, 883], [223, 898], [138, 898]]","[[24, 78]]",78
71202511,/root/download/FUNSD/training_data/images\71202511.png,Project File,answer,"[[139, 868], [197, 868], [197, 883], [139, 883]]","[[23, 77]]",77
71202511,/root/download/FUNSD/training_data/images\71202511.png,MRADOM,other,"[[85, 906], [122, 906], [122, 918], [85, 918]]",[],25
71202511,/root/download/FUNSD/training_data/images\71202511.png,PRODUCED FROM B&W WEB SITE,other,"[[7, 967], [235, 967], [235, 983], [7, 983]]",[],80
71206427,/root/download/FUNSD/training_data/images\71206427.png,PROJECT BRIEF,header,"[[328, 74], [437, 74], [437, 90], [328, 90]]",[],11
71206427,/root/download/FUNSD/training_data/images\71206427.png,DATE:,question,"[[109, 112], [151, 112], [151, 129], [109, 129]]","[[1, 12]]",1
71206427,/root/download/FUNSD/training_data/images\71206427.png,"June 1, 1990",answer,"[[194, 115], [295, 115], [295, 130], [194, 130]]","[[1, 12]]",12
71206427,/root/download/FUNSD/training_data/images\71206427.png,BRAND:,question,"[[110, 140], [159, 140], [159, 155], [110, 155]]","[[2, 13], [2, 14]]",2
71206427,/root/download/FUNSD/training_data/images\71206427.png,General Merchandising,answer,"[[176, 142], [352, 142], [352, 159], [176, 159]]","[[2, 13], [2, 14]]",13
71206427,/root/download/FUNSD/training_data/images\71206427.png,Nonspecific,answer,"[[177, 155], [268, 155], [268, 170], [177, 170]]","[[2, 13], [2, 14]]",14
71206427,/root/download/FUNSD/training_data/images\71206427.png,ITEM:,question,"[[394, 145], [433, 145], [433, 162], [394, 162]]","[[0, 15], [0, 16]]",0
71206427,/root/download/FUNSD/training_data/images\71206427.png,Convenient Stores,answer,"[[450, 161], [593, 161], [593, 175], [450, 175]]","[[0, 15], [0, 16]]",16
71206427,/root/download/FUNSD/training_data/images\71206427.png,Package Fixture Circle-K,answer,"[[451, 147], [653, 147], [653, 163], [451, 163]]","[[0, 15], [0, 16]]",15
71206427,/root/download/FUNSD/training_data/images\71206427.png,SUMMARY,question,"[[109, 183], [168, 183], [168, 198], [109, 198]]",[],3
71206427,/root/download/FUNSD/training_data/images\71206427.png,OF,question,"[[175, 184], [193, 184], [193, 195], [175, 195]]",[],4
71206427,/root/download/FUNSD/training_data/images\71206427.png,PROJECT:,question,"[[201, 184], [267, 184], [267, 198], [201, 198]]","[[5, 7], [5, 6]]",5
71206427,/root/download/FUNSD/training_data/images\71206427.png,See,answer,"[[282, 186], [310, 186], [310, 197], [282, 197]]","[[5, 7]]",7
71206427,/root/download/FUNSD/training_data/images\71206427.png,Attached,answer,"[[317, 186], [385, 186], [385, 199], [317, 199]]","[[5, 6]]",6
71206427,/root/download/FUNSD/training_data/images\71206427.png,SUPPLIERS BEING CONSIDERED:,question,"[[106, 251], [331, 251], [331, 268], [106, 268]]","[[17, 18], [17, 19], [17, 20], [17, 21]]",17
71206427,/root/download/FUNSD/training_data/images\71206427.png,Chicago Show,answer,"[[106, 278], [210, 278], [210, 295], [106, 295]]","[[17, 18]]",18
71206427,/root/download/FUNSD/training_data/images\71206427.png,Display Equation,answer,"[[105, 306], [241, 306], [241, 324], [105, 324]]","[[17, 19]]",19
71206427,/root/download/FUNSD/training_data/images\71206427.png,Chicago Display,answer,"[[106, 335], [233, 335], [233, 352], [106, 352]]","[[17, 20]]",20
71206427,/root/download/FUNSD/training_data/images\71206427.png,Robert Nielson & Associates,answer,"[[106, 360], [333, 360], [333, 380], [106, 380]]","[[17, 21]]",21
71206427,/root/download/FUNSD/training_data/images\71206427.png,FUNDING:,question,"[[103, 404], [173, 404], [173, 418], [103, 418]]","[[8, 22], [8, 23]]",8
71206427,/root/download/FUNSD/training_data/images\71206427.png,1990 Customized Merchandising,answer,"[[106, 430], [347, 430], [347, 451], [106, 451]]","[[8, 22]]",22
71206427,/root/download/FUNSD/training_data/images\71206427.png,Services  ESPNS,answer,"[[105, 459], [231, 459], [231, 474], [105, 474]]","[[8, 23]]",23
71206427,/root/download/FUNSD/training_data/images\71206427.png,SIGNATURES:,header,"[[101, 559], [196, 559], [196, 574], [101, 574]]","[[9, 24], [9, 25], [9, 26], [9, 27], [9, 28]]",9
71206427,/root/download/FUNSD/training_data/images\71206427.png,REQUESTING MANAGER,question,"[[101, 598], [254, 598], [254, 615], [101, 615]]","[[9, 24]]",24
71206427,/root/download/FUNSD/training_data/images\71206427.png,MERCHANDISING MANAGER,question,"[[101, 640], [278, 640], [278, 657], [101, 657]]","[[9, 25]]",25
71206427,/root/download/FUNSD/training_data/images\71206427.png,GROUP PRODUCT DIRECTOR,question,"[[99, 682], [285, 682], [285, 699], [99, 699]]","[[9, 26]]",26
